Name,Genres,Popularity,Followers,Artist_URI
Claustrofobia,"brazilian death metal, brazilian hardcore, brazilian metal, brazilian thrash metal",19,18777,spotify:artist:6qQ1oR8882plR1Iwfuh179
Demonical,"grisly death metal, swedish death metal",16,16658,spotify:artist:0AdvVLJLGeRDeeulgYqB7S
Resurrection,"florida death metal, grim death metal",10,8362,spotify:artist:4Bslg7XJg2hWUWUB1GFWRJ
Phrenelith,"black death, danish death metal",10,4707,spotify:artist:5DMn0jsqI3AoVwtynkSOif
Ovid's Withering,"blackened deathcore, progressive deathcore, symphonic death metal, symphonic deathcore",11,8367,spotify:artist:0ghjm0FkQzJNcjFQk82Da9
P.L.F.,"grindcore, texas death metal, texas punk",10,5456,spotify:artist:4WVXhPrYJnFDnwHQcLaqze
Cut Up,swedish death metal,11,6736,spotify:artist:4GiwQkoSfrqIwR278RXZm3
Purtenance,"finnish death metal, new wave of osdm, voidgrind",10,12014,spotify:artist:6EtqZ5vLDq7B6PoxvR5oMz
VICTIMOFDECEPTION,japanese death metal,10,2423,spotify:artist:57VR0hNQshHQEaqrUUYWe4
Cenotaph,"brutal death metal, goregrind, turkish death metal, turkish metal",10,15242,spotify:artist:2x0g8ynzsIZARjOCXhHJ45
HONE YOUR SENSE,"japanese death metal, japanese metalcore",10,2688,spotify:artist:00P57ixl6VUw1Fj2yYmzBA
Neuraxis,"brutal death metal, canadian metal, quebec death metal, technical brutal death metal, technical death metal, technical melodic death metal",10,19061,spotify:artist:2d26AAG1FlIuOADoNDyq8F
Verjnuarmu,"finnish death metal, finnish melodeath, finnish metal",21,8277,spotify:artist:1i1mQ6YttNQTMzd43UmcMU
Velho,"brazilian black metal, brazilian death metal",18,9207,spotify:artist:68exoYKyr4yPvuRnk0jIxL
Makhlvk,"indonesian deathcore, indonesian metal",15,4048,spotify:artist:3g04K4btUiISMXpV4c2xqP
Dead End Finland,"finnish death metal, finnish melodeath",15,6047,spotify:artist:0CaIj7zL84FAI28Dksrcuv
Cognizant,texas death metal,8,674,spotify:artist:1BLx7xZQe6mVT2nUQCCDXd
Plebeian Grandstand,"avant-garde black metal, blackened hardcore, dissonant death metal, french black metal",9,9271,spotify:artist:6RrRiyKO8S9lN8uOfTUZKJ
Vomit the Soul,"brutal death metal, deathgrind, italian death metal, slam death metal",9,14476,spotify:artist:1OrIPehs9mXFCNT830JQ0R
Aborted Fetus,"russian death metal, slam death metal",8,8152,spotify:artist:2iC7loBasJ7gKWtpO3shhJ
Pyrrhon,"avant-garde metal, dissonant death metal, new york death metal, nyc metal, technical death metal",8,8889,spotify:artist:3ugpHBbGBeWmPqToT6s2K3
Morpheus Descends,"black death, grim death metal, new york death metal",9,11919,spotify:artist:5VB84O7Xh6PapDYT7wImFV
Behold... The Arctopus,"dissonant death metal, instrumental rock, jazz metal, nyc metal",9,11106,spotify:artist:7owQnmdzdbHxE35vge9pWV
Begging For Incest,"pornogrind, slam death metal",9,10806,spotify:artist:3JNcQNgtOu30MTAZm0Nt4m
Warforged,"progressive death metal, progressive technical death metal, technical death metal",8,7541,spotify:artist:5RTgW4TydfikolqJu9WqjD
Apogean,"technical brutal death metal, technical death metal",8,1852,spotify:artist:4Wl6PA1ABnzNQMnZd5cOOd
Murder Made God,"greek metal, technical brutal death metal",9,4595,spotify:artist:1tS7zcoa4zthVS4AvDdV05
Voidceremony,"cosmic death metal, progressive black metal",9,6250,spotify:artist:3KZGZx0gmgB7hlMrt7sxsB
Chthe'ilist,"cosmic death metal, dissonant death metal, new wave of osdm, quebec death metal, voidgaze, voidgrind",9,12473,spotify:artist:3MFFalA1IZ44q27NwqeCN1
Plaguebringer,"canadian death metal, technical death metal, technical deathcore",9,3116,spotify:artist:0PI5InNkUGdskUbA6DMwJm
Severed Savior,"brutal death metal, deathgrind, technical death metal",9,13592,spotify:artist:2LTGuUi294wR8DkQgNzPk2
Decomposition of entrails,slam death metal,9,6949,spotify:artist:2pvDpRWrpTlplPGUNUhW3T
Ungraceful,slam death metal,8,1191,spotify:artist:03bS2ahi5x7uCB2uaSSEdN
Mithras,"british death metal, cosmic death metal, sci-fi metal",9,7996,spotify:artist:3Ur3LGnua9U6SPaIxBQRHx
Gargling,slam death metal,8,1240,spotify:artist:7yRtd7Y8B9MX68AI156Hvn
Greylotus,"technical death metal, technical deathcore",8,4074,spotify:artist:38G3QPFHq8xkq7BmJXMM13
Cerebral Effusion,"brutal death metal, euskal metal, slam death metal, spanish death metal",9,12538,spotify:artist:1pM9eHQ4gyoA8ZNvMQ19MX
Gorevent,"japanese death metal, slam death metal",8,8935,spotify:artist:1B8iLShl2xN1vvABYYj2F3
Infantectomy,slam death metal,9,1638,spotify:artist:4R1gF5omj0egNME40OTQDy
Guttural Secrete,"brutal death metal, deathgrind, goregrind, pornogrind",9,14544,spotify:artist:3cTtTsSCf4oOvacKH9ZmNl
Xenobiotic,"australian death metal, technical death metal, technical deathcore",9,7347,spotify:artist:2u1BlwLG9qYtUH6KU6xiNJ
A Hill To Die Upon,"charred death, unblack metal",9,5052,spotify:artist:0iZaadR59Jt7z3pPIMKzCg
Cianide,"black death, grim death metal",9,9550,spotify:artist:3fYP2jes9bwXl7XC1gZZnS
Guttural Corpora Cavernosa,"slam death metal, taiwan metal",8,5793,spotify:artist:3j9DagO2fFkgJWoxfNee7w
Atoll,slam death metal,9,3626,spotify:artist:5P0SKq2cF2Nk6r2lUbsHbm
Symbolik,"american melodeath, technical brutal death metal, technical death metal, technical melodic death metal",9,4099,spotify:artist:6T1urA6tV3xIKbmcG90wg9
Walking Corpse Syndrome,"charred death, industrial black metal, montana metal",9,2318,spotify:artist:6saSF87rPaxznAOLm4PnGc
Burial In The Sky,"technical brutal death metal, technical death metal",9,5994,spotify:artist:4QFGc1JTcGzr72JEGDCNd7
SEDIMENTUM,cavernous death metal,9,5876,spotify:artist:6WFJB486yPrSLRpzICcwUX
Kryptoxik Mortality,slam death metal,8,810,spotify:artist:6KGBURm6r6OMFGFiH310dC
Phantom Excaliver,"japanese death metal, japanese power metal",14,2408,spotify:artist:4B2J6BC10cgNzsgFyjg7cm
Nyktophobia,"cypriot metal, german melodeath, melodic death metal",14,4299,spotify:artist:4ufTytsSuwqjE1iSf1GiA5
Kapital,indonesian death metal,20,3091,spotify:artist:6oprGH2qpKcWlJDTTwQKMV
Pustulated,"goregrind, pornogrind, slam death metal, tennessee metal",7,4839,spotify:artist:2W9LpsCrDM8GJsrvIZTeLB
Mortal Wound,cavernous death metal,6,4018,spotify:artist:1RKQRKIgR4OgjsgY6LGn66
WVRM,"american grindcore, blackened hardcore, deathgrind, south carolina metal",6,5523,spotify:artist:2RnoI80LW71NbnBDEzPQsJ
Stabbed,cavernous death metal,6,2801,spotify:artist:0UJFOyAcdnso5tOhBGvfuV
Vampirecunt,slam death metal,6,1584,spotify:artist:1fv62h5Moh5VrOkEczmSf1
Dysentery,"brutal death metal, slam death metal",7,9773,spotify:artist:6Z4JVWet6SZmIDoAe4XnyM
Embalmer,grim death metal,7,3809,spotify:artist:1Iz8E0fGtSWgtFvjemcwEh
The Machinist,"deathcore, melodic deathcore, nu-metalcore",7,6326,spotify:artist:50WDTKRSrvgZrQMWMw0QWQ
Viral Load,"brutal death metal, deathgrind, goregrind, slam death metal, texas death metal",7,8061,spotify:artist:0qPoLBBSP4ySATro3uCXX2
xKINGx,"downtempo deathcore, metallic hardcore, progressive deathcore",7,5090,spotify:artist:2noarpRYdugRuLUm1zrkG4
Septage,"danish death metal, goregrind",7,3071,spotify:artist:2FosTj3chhpsnDdwLpd0Z0
Pensées Nocturnes,"autonomous black metal, avant-garde black metal, dissonant death metal, french black metal",12,11525,spotify:artist:4qeRR4uoVKeyeinD7PJyCr
Netherbird,"melodic death metal, swedish black metal, symphonic black metal",13,10657,spotify:artist:6ZyQqxHaXdq5Iwf4OFFmUm
Firespawn,swedish death metal,13,12621,spotify:artist:6iuACyGPyhtixKHUiJ8mNu
Barren Earth,"finnish death metal, finnish doom metal, finnish melodeath, finnish progressive metal, melodic death metal, progressive death metal, progressive doom",13,17539,spotify:artist:4o8YZJFsViA32OE9WnG8Gt
Bloodhunter,"metal galego, slayer, spanish death metal, spanish metal",13,8467,spotify:artist:35J5dOnnkCjaruu1oRrXuF
Sisters of Suffocation,"dutch death metal, slayer",13,7403,spotify:artist:4eVL5gVklc8Zp5F0zvC4ua
The Cumshots,"death 'n' roll, norwegian death metal, norwegian rock",13,5593,spotify:artist:6V9WsA5Ew3URfAotP0JBAq
Azarath,"polish black metal, polish death metal",14,13591,spotify:artist:6falXnqZl5haCK7laExiL3
Zyklon,"black metal, industrial black metal, norwegian death metal, norwegian metal, symphonic black metal",12,13428,spotify:artist:5WQdsYRdeVnsyXeCCSoKLC
Necros Christos,"black death, black thrash, german black metal, german death metal",12,12911,spotify:artist:753CHVyap5Skz6mR34MwnD
Sadist,"italian death metal, italian metal, italian progressive metal",12,10098,spotify:artist:3dmVTaRcdhzAJR0FOvKCDt
Death Scythe,mexican death metal,11,3207,spotify:artist:7y1oEEYoomm5tWmMRPbXmn
Hail Of Bullets,"dutch death metal, dutch metal",12,16669,spotify:artist:19dZdBP69QTj8Jdgsde60c
Krimh,instrumental death metal,12,6441,spotify:artist:6fwzk9ytYwVq9vKLoMKOMm
Hail Of Bullets,"dutch death metal, dutch metal",12,16669,spotify:artist:19dZdBP69QTj8Jdgsde60c
Chapel Of Disease,"german death metal, grisly death metal",11,13059,spotify:artist:7FCvMREKd4Uuo3HsyX6uwk
Zyklon,"black metal, industrial black metal, norwegian death metal, norwegian metal, symphonic black metal",12,13428,spotify:artist:5WQdsYRdeVnsyXeCCSoKLC
Betrayer,"indonesian death metal, indonesian metal, indonesian thrash metal",19,6937,spotify:artist:05QEVqLNMvkRhkXcOGGUhH
Carnal Savagery,swedish death metal,15,1790,spotify:artist:1eCN54wbZcl5ipqb5u9LpK
Gospel of the Horns,"australian black metal, australian metal, australian thrash metal, black death, black thrash, war metal",10,16847,spotify:artist:14UUWgqa6UNl7TxEk2Hgml
Impiety,"black death, black thrash, singaporean metal, war metal",10,15624,spotify:artist:50takIb0sgbp0hfA0HoUWf
Bloodshot Dawn,"deep melodic death metal, technical melodic death metal",10,6663,spotify:artist:3KpN56gStR4UrwhN5IFuGv
Callenish Circle,"dutch death metal, dutch metal, melodic death metal",10,7293,spotify:artist:2df7OBCuHz8e9eqbyRqMNH
Vermilion-D Alice Syndrome,"japanese death metal, japanese power metal",10,1753,spotify:artist:7vPapxXc1SoUJyYJ1YftwF
Fractal Universe,"french death metal, progressive death metal, progressive technical death metal, technical death metal",11,13788,spotify:artist:4xP1ALrFSYLVCUiRA0xzMy
Blackguard,"canadian metal, melodic death metal, quebec death metal",10,7765,spotify:artist:6babBcPlEkSZCsXKf7wFnD
Eternal Storm,"melodic death metal, spanish death metal",10,5541,spotify:artist:6aY20pktUlFq04loIY0azZ
Grave Miasma,"black death, british death metal, cavernous death metal",10,15516,spotify:artist:0YDJIWfqi9rqQWkdefQvtx
Facebreaker,swedish death metal,10,11031,spotify:artist:39bLgZFyhFzM4QvdyW1knK
Gotsu-Totsu-Kotsu,"j-metal, japanese death metal, oriental metal",10,5462,spotify:artist:5OQ2Xvsm2fywYkYOIQZD15
Hacride,"french death metal, french metal, progressive death metal, progressive groove metal",10,9147,spotify:artist:4vqWLYaTepbIjfKZOq8Ys1
Grindpad,"deathrash, new wave of thrash metal",10,3438,spotify:artist:7ws15SQDejPWDHPvH74DWD
Machetazo,"deathgrind, goregrind, grindcore, metal galego",10,13697,spotify:artist:2J7zbOZh4PvDDWkXKTmcxo
Hannes Grossmann,"progressive technical death metal, technical brutal death metal, technical death metal",10,12526,spotify:artist:1ArB4t4ASHx7IPMYHlmU7H
Sunless Rise,"melodic death metal, russian death metal, russian metal",10,5235,spotify:artist:64VKBcpCiLKUxRmGtDwpr6
Devangelic,"brutal death metal, italian death metal, technical brutal death metal",10,7307,spotify:artist:0c91Xi4FCxmA42VdvSxJ52
Orpheus Omega,"australian death metal, australian metal, melodic death metal",11,4785,spotify:artist:54Fv7qOKjyLWOWlwMUl2J9
Sorcery,swedish death metal,9,11871,spotify:artist:1mKMwDLyuKq26yAvIlNO3H
Obliteration,"new wave of osdm, norwegian death metal",9,10408,spotify:artist:3MZyFsSpsyKiEUhh1Xm4R9
Ceremonial Bloodbath,canadian death metal,8,1412,spotify:artist:4Oi6E5DJUfdlZqf5MrSPZw
Bleeding Display,"portuguese death metal, portuguese metal",8,567,spotify:artist:5ICxnxHy1YA911SBPvjJqj
Anomalistic,slam death metal,8,1153,spotify:artist:7BvpXeBQLsuInZLTJHlu50
Vipassi,"instrumental death metal, progressive technical death metal, technical death metal",9,6192,spotify:artist:7GWniL0LcVnR9Ptiaa5J17
Paramaecium,"christian death metal, christian doom metal, christian metal",8,5145,spotify:artist:1XQyOlbNSTWteezg3rIeND
Abysmal Torment,"brutal death metal, deathgrind, maltese metal, technical death metal",9,13901,spotify:artist:79UEQDXFTyCmFDKl3mz2Vg
Pighead,slam death metal,8,6565,spotify:artist:1prsU4K8niArcITQ0lH8mF
Grotesque,"australian metal, black death, grim death metal",9,4293,spotify:artist:4F6DdD2yX0gyldHYZX07yJ
Essence of Datum,"belarusian metal, technical melodic death metal",9,1591,spotify:artist:11xxA576YGicjA2P7OXHNW
Renascent,"christian metal, christian symphonic metal, symphonic melodic death metal, unblack metal",8,5924,spotify:artist:0a4Olq2nvnFSHcmBGhURog
Deprecation,slam death metal,8,1658,spotify:artist:1wGOtV3m9EfiliisM2BBqM
Infested Entrails,australian death metal,8,437,spotify:artist:2UV4oVKHXKT84RWBo942Ll
Vacuous,"black death, british death metal",8,3845,spotify:artist:6Aakz04B1cWFdcMNFch4QS
Dessiderium,"progressive death metal, technical death metal",7,2353,spotify:artist:1pwkOqY72tFaGnjdnRU7gv
Corpsessed,"cavernous death metal, death doom, finnish death metal, grisly death metal, lovecraftian metal, new wave of osdm",9,12199,spotify:artist:7iQRg97deViKIFRKfNPpJi
Carrion Vael,"deathrash, technical death metal",8,3527,spotify:artist:6FUd4s6HqtYH5qDLxjvQ7n
I Shall Devour,"australian metal, progressive deathcore",8,10960,spotify:artist:0FucnPgykhKoPTybQL5Qkm
Devour The Fetus,"french death metal, slam death metal",9,3527,spotify:artist:4e0VSpGHRWALueHhc6lGiy
Putrid Defecation,finnish death metal,9,2081,spotify:artist:0Gu4wS7Cq8fcllf69yJHUn
Mirrorthrone,"autonomous black metal, swiss black metal, swiss metal, symphonic death metal",8,4434,spotify:artist:1DIcidh1e57zoJEa7gTfdc
Visions of Disfigurement,slam death metal,9,6817,spotify:artist:4gIdHWHTZSG4M6o8uic2Wy
Killitorous,"canadian death metal, deathgrind, technical brutal death metal, technical death metal",8,3881,spotify:artist:0aiK7nPFPKzrpv3R3pWOIw
Morbific,finnish death metal,8,3525,spotify:artist:1FDLD6VBeFtH2VLz2tUWux
Immortal Souls,"christian death metal, christian metal, unblack metal",8,5250,spotify:artist:4gedGTU98W3bvvwKhyYZJ4
Carnivore Diprosopus,"brutal death metal, colombian death metal, metal colombiano, slam death metal",8,8528,spotify:artist:4dM0JZbaa2hbXtgElIjNMD
Viraemia,"brutal death metal, technical brutal death metal, technical death metal",8,11608,spotify:artist:0UGeZSU1BlCbAGJPqhusWc
Adramelech,"black death, finnish death metal, grim death metal",8,11231,spotify:artist:1VT2dkHiJAQBRKL8L6SWxG
Sun Eater,"french death metal, technical brutal death metal, technical death metal",8,1696,spotify:artist:6WWf9K6qqwA4aLvYB3GLKH
Sensory Amusia,australian death metal,8,3018,spotify:artist:2qz1eX9r3clZayvz003JL2
Hellwitch,"deathrash, florida death metal, old school thrash, technical thrash",9,4352,spotify:artist:2Up4RluaLMAQ7YcxYYyAgL
Wayward Dawn,danish death metal,8,1795,spotify:artist:2nGmsLK58itx4MrIKqm4cf
Molested Divinity,"brutal death metal, slam death metal, turkish death metal",8,3713,spotify:artist:3c9f2M6tEGCb6ZBpmD5f05
Acheron,"black death, florida death metal",9,5934,spotify:artist:7lsJe5A0TkVG5ScEUx6Y0c
Antropofagus,"italian death metal, technical brutal death metal",9,4956,spotify:artist:3Tp4OocExjTyGiQ7oKWUEA
Carnal Forge,"deathrash, swedish melodeath, swedish metal",9,10662,spotify:artist:7lwltXMvuTUPJgQ47ppUvK
Possuído Pelo Cão,"brazilian death metal, brazilian hardcore, brazilian punk, brazilian thrash metal",18,5406,spotify:artist:3JRiQaykRs7Eo43gYg9uxG
Carved,symphonic death metal,14,1661,spotify:artist:5ZKbYr9UiMptbsacvoQ9Dc
The Troops of Doom,brazilian death metal,14,11206,spotify:artist:1GCnpVka37q3EXMVnK9bma
Teeth,"death doom, dissonant death metal",6,5085,spotify:artist:6CHZUOecfqg2KMcSe4KWri
Extirpating the Infected,"slam death metal, spanish death metal",7,8792,spotify:artist:0KRpQhnKk0o7RhTDWeRBrz
Prophecy,"texas death metal, texas metal",6,1632,spotify:artist:1RQGWrw003QK38YNx9Zvdi
FLAGITIOUS IDIOSYNCRASY IN THE DILAPIDATION,"grindcore, japanese death metal",7,6410,spotify:artist:2yEApW7JfjtoukJhohpLOp
Thorn,cavernous death metal,6,1953,spotify:artist:1Geh3XY9Poqg18dPaIlKGp
GUTTED,grim death metal,6,1568,spotify:artist:5F2sVxS13iQfuwXtSgrrG5
Graveview,cavernous death metal,5,1261,spotify:artist:0y80TCmyeCFLGHe1hiXsod
Dark Matter Secret,"instrumental death metal, sci-fi metal, technical brutal death metal, technical death metal",7,5716,spotify:artist:28CEns7iOj1vjShb0zn4gG
Our Place of Worship is Silence,"cavernous death metal, voidgrind",6,5545,spotify:artist:0TqeBKIm8KAKw6DYwUXqMQ
Woe Of Tyrants,progressive death metal,5,3748,spotify:artist:7sPNGcUk0oV3aIdj2QLosC
Abnormity,slam death metal,7,2425,spotify:artist:0bwbzXlghtEFzJBlD3wKyS
Circle Of Dead Children,"deathgrind, grindcore, pittsburgh metal, technical grindcore",7,5480,spotify:artist:1iPEcUkq8NxlFjDIr1Keri
Anal Stabwound,slam death metal,7,2829,spotify:artist:0DNz2q5MQAHlCCqfCgpyT3
Flesh Hoarder,"austin metal, texas death metal, texas metal",7,2455,spotify:artist:3FKrGEyJV9tMYH4QF1piut
Gorelord,norwegian death metal,5,2124,spotify:artist:1Xb93bxREWidAHEhq95RC6
Immortal Suffering,"new york death metal, slam death metal",6,2228,spotify:artist:7y8NgLOZpXnWKpieodvJtF
Anna Pest,"blackened deathcore, industrial black metal, metal noir quebecois",5,953,spotify:artist:2c9Q4bhCMbRhYyDz1Ln5IP
Fetid,cavernous death metal,6,8205,spotify:artist:1shPzjNkV2NdVUYsLEoeHS
Unfathomable Ruination,"british death metal, brutal death metal, technical brutal death metal, technical death metal",7,9415,spotify:artist:1nbWv7zQbAFydTztZnR08f
Inoculation,cavernous death metal,5,4336,spotify:artist:0eo0PLgpDslrloGsq8C7p3
Mutilated,"goregrind, pornogrind, slam death metal",6,7194,spotify:artist:20ogpiPWLCLy0nhhDjkBl8
Gangrenous Flesh Consumption,slam death metal,6,664,spotify:artist:4zTD9xpO4sRss5a1TUIsNs
Bekor Qilish,dissonant death metal,7,1175,spotify:artist:3XFes9KaDdpuRTaiPrHCXR
Dead World Reclamation,"technical death metal, technical deathcore",5,1999,spotify:artist:3w3CfKhsF9ljmLtfCV0dmO
AHTME,"technical brutal death metal, technical death metal",6,4260,spotify:artist:47bqfvbXo1z2sDoGXO6LGv
Vomit Remnants,japanese death metal,7,3749,spotify:artist:0dqpOZT8DM3NmAulIqDlLe
Lord of War,"melodic deathcore, progressive deathcore, sci-fi metal",6,6447,spotify:artist:6emrgJuk9IQnzXCGm2XyLY
Gigan,"cosmic death metal, dissonant death metal, progressive technical death metal, sci-fi metal",6,6022,spotify:artist:2auMvpnuOdy53UPOpukHoq
The Partisan Turbine,"brutal deathcore, new york death metal",6,1058,spotify:artist:0s1fDLC3u5RQdQMMur7yoZ
The Contradiction,"blackened deathcore, progressive metalcore",7,1664,spotify:artist:1bLy7ijLaJ9G3WLE1ax4pZ
Dysrhythmia,"dissonant death metal, instrumental rock, jazz metal, nyc metal",7,8386,spotify:artist:27kqsn8A5Ab4I3FLrtZFDh
Cleansing of the Temple,"christian death metal, christian deathcore",5,1315,spotify:artist:4nNgrGNSI4M9ODTMH5MdNI
Sentient Horror,swedish death metal,7,6037,spotify:artist:4MNbashXmMvEKIre76REzX
Purulence,"british death metal, slam death metal",6,2317,spotify:artist:6n2vNeCnk8otr3DpmS6osE
Emasculated Vituperation,slam death metal,7,916,spotify:artist:6JWlwpjP9WMxELrxX73n4h
Wirethrone,florida death metal,7,375,spotify:artist:5sQqpcYsodTpra0Spkl2rx
