Name,Genres,Popularity,Followers,Artist_URI
Blood Red Throne,"brutal death metal, death metal, deathgrind, norwegian death metal, technical death metal",25,39997,spotify:artist:38shFuJO9k0kOEQSf854u4
Beneath The Sky,"deathcore, melodic metalcore",19,21137,spotify:artist:1R332FeLtDfWFn9jB8Ii5b
Cognizance,"british death metal, technical brutal death metal, technical death metal, technical deathcore, technical melodic death metal",22,10548,spotify:artist:6A9eYVM8X5L29jm3T9exhF
Novembers Doom,"doom metal, gothic metal, melodic death metal",27,55954,spotify:artist:7CPjagX3gF7woK0P7YNuKd
Weeping Wound,"metallic hardcore, progressive deathcore",19,12743,spotify:artist:6YXj8wWQGAopBQLxF1zjRn
Chainsaw Castration,"pornogrind, slam death metal",21,9753,spotify:artist:6ULZZ8hkDnSmpsczgL0uPA
Stortregn,"melodic death metal, technical brutal death metal, technical death metal",24,9178,spotify:artist:4SuIgDBeOQBz7cI1HfsK31
Norther,"finnish death metal, finnish melodeath, folk metal, melodic death metal, viking metal",28,75077,spotify:artist:7FYqu76teK16FSlw4ZYFhW
A Plea for Purging,"christian hardcore, christian metal, deathcore, melodic metalcore, tennessee metal",18,26183,spotify:artist:2KMe9muhC1eg1kQq6veejU
Witchery,"black thrash, death metal, swedish black metal, swedish metal",24,35774,spotify:artist:0ucuxyPTAHv0TPkA1WBV10
Vomitory,"black metal, brutal death metal, death metal, grindcore, swedish death metal, swedish metal, technical death metal",27,57175,spotify:artist:67M6JBe7t7hZTDbrUsimqm
Beneath The Massacre,"brutal death metal, canadian metal, deathcore, deathgrind, melodic metalcore, quebec death metal, technical death metal, technical deathcore",21,49830,spotify:artist:5E2FPuRWzBojRkL6CwyBzw
Mutilatred,cavernous death metal,18,6257,spotify:artist:7xvoAGr9vMccKbOIIaIjXN
Imperial Triumphant,"avant-garde black metal, dissonant death metal, nyc metal, post-black metal, technical black metal, voidgrind",22,44248,spotify:artist:5zvMklMSTgoGUS9Un5domO
Abiotic,"brutal deathcore, deathcore, miami metal, progressive deathcore, technical death metal, technical deathcore",20,19568,spotify:artist:25TXAPH49z6xsXwjcBJdfe
Parasitic Ejaculation,"brutal death metal, pornogrind, slam death metal",20,18858,spotify:artist:53aK2WifD6z28KabW2dhz4
In The Midst Of Lions,"christian deathcore, christian hardcore, christian metal, deathcore",18,24504,spotify:artist:7JXvvITCFPtUixT0kxsgCu
Synlakross,"metalcore espanol, slayer, spanish death metal, spanish metal",23,15219,spotify:artist:5C4cGwwVx56fKQECoCFljD
Boris The Blade,"australian metal, brutal deathcore, deathcore, melodic metalcore, progressive deathcore",21,27164,spotify:artist:2A29DtGB7jTFgF7f5rMJja
Cannabis Corpse,"brutal death metal, comic metal, death metal, virginia metal",20,50201,spotify:artist:4pgJF9EuXkOOmozAwW7eK3
Debauchery,"german death metal, german metal",26,29409,spotify:artist:0ZIagM7FJ8CNfPPMoFBigb
DeadSquad,"indonesian death metal, indonesian deathcore, indonesian hardcore, indonesian indie, indonesian metal",34,120136,spotify:artist:2By8ec9DQOnN2aiiFyrQ82
Eisregen,"german death metal, german metal, gothic black metal, medieval rock",33,28003,spotify:artist:3peZFZBRhRGd1lTTsNmaPM
The Autumn Offering,"florida death metal, melodic metalcore",19,21545,spotify:artist:0ytz7kc6t3zhHuOJuBArDJ
Advent Sorrow,"australian black metal, depressive black metal, emotional black metal, symphonic death metal",25,19456,spotify:artist:5D95DPWHohrzVbdublZQKR
Burning The Masses,"brutal deathcore, deathcore, melodic metalcore, technical deathcore",19,28104,spotify:artist:3IkHSmNGUPkyrRFIc8Ly83
Nailed to Obscurity,"finnish metal, melodic death metal",27,12647,spotify:artist:3VKWvDnlwWaBI2uzMTjuSJ
Pungent Stench,"austrian metal, brutal death metal, death metal, deathgrind, goregrind, grindcore",23,40347,spotify:artist:7A3kNjGDMpJ0JOGu8W3f9r
Aephanemer,"french death metal, melodic death metal, symphonic melodic death metal, viking metal",27,31649,spotify:artist:1M2nK2dOXJjcCuW3SQEzET
Lock Up,"birmingham metal, british grindcore, brutal death metal, death metal, deathgrind, grindcore",24,24951,spotify:artist:0AKZrsOYW77C7QW1jzdhNX
Hour of Penance,"brutal death metal, death metal, italian death metal, technical death metal",22,36408,spotify:artist:5QMEomYiV52o6l3uZmuE8N
Fear Of Domination,"finnish death metal, finnish melodeath, finnish metal",28,18039,spotify:artist:4KmUqzBGTHWlO46RpvMBUq
Katalepsy,"brutal death metal, deathgrind, russian death metal, russian metal, slam death metal, technical death metal, technical groove metal",22,36580,spotify:artist:5YhUdrpk2poH0o5B8DOa8w
Deliverance,"christian death metal, christian metal, christian thrash metal, finnish heavy metal, old school thrash",20,21468,spotify:artist:0AA0qugrTsIv7JFMEnhaqu
Necroticgorebeast,"quebec death metal, slam death metal",20,10973,spotify:artist:59sVaiyYl0SgIKoRcETSrx
Snake Father,"austin metal, progressive deathcore, texas hardcore",18,5978,spotify:artist:6FZ2uzntEihvFpuxVv7i8r
Vitriol,"portland metal, technical brutal death metal, technical death metal",20,16427,spotify:artist:7E4LULB8UkUOTEBbpTbLma
Raunchy,"cyber metal, danish metal, melodic death metal",24,21910,spotify:artist:4IE8lT02HoEygu1flFQB7m
Ahab,"death doom, doom metal, drone metal, funeral doom, post-metal",23,39044,spotify:artist:2N8XkSGgBeH1VrFHxbarbz
Imperanon,"finnish death metal, finnish melodeath, finnish power metal, melodic death metal",26,9409,spotify:artist:4ynrvqlHgWq7C3vQO5Rlyr
Morbid,"black metal, black thrash, swedish death metal, swedish metal",23,56117,spotify:artist:1yyjjuXGTA4Qf0UUEIWEQe
Gyze,japanese death metal,23,21649,spotify:artist:0E40KPKfyyqTXyPHbPf2ou
Mortuary Drape,"black death, black metal, italian black metal, occult black metal",23,19094,spotify:artist:5UMz8PiVq8LvQZJszgn1wv
Cephalic Carnage,"brutal death metal, death metal, deathgrind, denver metal, grindcore, technical death metal, technical grindcore",19,39653,spotify:artist:4S2VWuUV0ei7LG0I8JDFww
Esophagus,slam death metal,19,5598,spotify:artist:2dXHMCn2mBsthFZ0m6UhJj
Cognitive,"technical brutal death metal, technical death metal",19,8022,spotify:artist:0Hlqz8aUm8vneFH4NFxepf
Fires in the Distance,"american melodeath, death doom, new england metal",22,9701,spotify:artist:18uSn0X1chr8YsK4N09OQw
Carnosus,"technical death metal, technical melodic death metal",21,6032,spotify:artist:6lm2Urs3F29cmTREX2LZPO
Shade Empire,"finnish death metal, finnish melodeath, industrial black metal, melodic death metal, symphonic black metal, symphonic death metal",26,26199,spotify:artist:7vdH23uIvKDe36XYLQZTeH
Broken Hope,"brutal death metal, death metal, goregrind, technical death metal",20,27361,spotify:artist:7yFcBZceMVuvIoTnZXprFd
Night Crowned,"finnish metal, gothenburg metal, melodic death metal, symphonic black metal",25,10338,spotify:artist:5SErd5q1jffsYwFs3ssVJh
Kaunis Kuolematon,"finnish death metal, finnish doom metal, finnish melodeath, finnish metal",30,14110,spotify:artist:325i7BW7vMnVBl9YWdT6zN
Dark The Suns,"finnish melodeath, finnish metal, melodic death metal",27,22923,spotify:artist:7ldEIhfppQqruChWjVKgeE
Venom Prison,"british death metal, vegan straight edge, welsh metal",21,39530,spotify:artist:3iSORLy7akvZ1g6QUMnM5f
Necrot,"cavernous death metal, death metal, new wave of osdm, voidgrind",19,29840,spotify:artist:5jWIRPU5rVBm6ky8Atq7AW
Artificial Brain,"cosmic death metal, dissonant death metal, new york death metal, nyc metal, sci-fi metal, technical death metal",19,23577,spotify:artist:0FJTTwSyFG3TnPYs0Gwuwr
Malignancy,"brutal death metal, deathgrind, goregrind, grindcore, new york death metal",19,18095,spotify:artist:4ypzf3n2YDMIj41Y2WVHYW
Hinayana,"american melodeath, austin metal, finnish metal, melodic death metal, melodic doom",25,6733,spotify:artist:7cZd90UiEtY6V76dtQHXqF
Dark Age,"cyber metal, german metal, melodic death metal",25,21926,spotify:artist:3sGSAsGVri6nI4AnyvMoGD
Nightrage,"greek metal, melodic death metal, swedish melodeath",24,35629,spotify:artist:6dhqzgrbFggOBns03STnU3
Abysmal Dawn,"brutal death metal, cosmic death metal, death metal, deathgrind, technical death metal",20,33557,spotify:artist:2h7HrMDoZpWxx3uAuJxyj9
Cephalotripsy,slam death metal,18,4984,spotify:artist:7GP1Tv1QMHEXa20jFzbo6N
Cancer,"black thrash, british death metal, death metal, deathgrind, deathrash, thrash metal",23,23920,spotify:artist:3AHeQk97Bdz43qM7GMlXL8
Monstrosity,"brutal death metal, death metal, florida death metal, grindcore, technical death metal, thrash metal",22,56346,spotify:artist:6u1oqIGVTj3TPVVcwn9Qt5
Countless Skies,melodic death metal,24,17106,spotify:artist:4C2Ql0yYOdgv6yYiWfJ7jd
Agathocles,"belgian hardcore, belgian metal, crust punk, deathgrind, goregrind, grindcore, mincecore",20,19113,spotify:artist:2JWxRGdcsFqn5j9gYKjNF0
Organectomy,"brutal death metal, nz metal, slam death metal",20,22300,spotify:artist:6u35vrqf6Lh3EafXoJF6Qs
Born a New,"metallic hardcore, progressive deathcore",17,9681,spotify:artist:5m3N4sXhHmOsjaDC2zO0oQ
Carnation,"belgian death metal, belgian metal, dutch metal, voidgrind",24,10282,spotify:artist:7s6SmrbyQvp26jN5EbnU9u
Deadlock,"cyber metal, german melodeath, german metalcore, melodic death metal",23,43899,spotify:artist:5rKi8nP7CfFcbjz3DpA9Yx
Krisiun,"brazilian death metal, brazilian metal, brutal death metal, death metal, deathgrind, metal, metal gaucho, technical death metal, thrash metal",27,114642,spotify:artist:3pzAW9xs16rX8fukH8wV6N
Parius,"american melodeath, melodic death metal",18,5095,spotify:artist:6z3XAEUabso4wBhm4tX5fL
Fatuous Rump,"slam death metal, taiwan metal",18,5239,spotify:artist:7gijfXLNekiX7se1MmdYyw
Conducting From The Grave,"deathcore, melodic deathcore, melodic metalcore",17,23270,spotify:artist:4RwCcFq1OnRF3cRnZVlVp7
Grand Cadaver,swedish death metal,25,8445,spotify:artist:6K520oxrZlHZC5MSALzFZC
Fractal Gates,"french death metal, melodic death metal",24,15124,spotify:artist:0ghRTkV2iiiNnfQPOSPe9R
BAEST,"danish death metal, danish metal",25,27425,spotify:artist:4UtjZRQc6qXhAd1kqyLvqp
Inhuman Condition,"florida death metal, new wave of thrash metal",21,10963,spotify:artist:3unugXDIgyLGDkorSoRTfm
Morbid Saint,"deathrash, old school thrash, wisconsin metal",21,47313,spotify:artist:4jcj3BdKlh7LFhByepe02p
Daylight Dies,"doom metal, gothic doom, gothic metal, melodic death metal, north carolina metal",24,29205,spotify:artist:1Q5tzg3ZO6RcuafA9msCCm
Agathodaimon,"black metal, german black metal, melodic death metal, romanian black metal, symphonic black metal, viking metal",26,31772,spotify:artist:4wGWp9UJ9wHLNYddWbB0sF
The Duskfall,"melodic death metal, swedish melodeath, swedish metal",23,16958,spotify:artist:6kHWyrEP6fus2LKJU5BNZg
Mors Subita,"finnish death metal, finnish melodeath, oulu metal",26,11821,spotify:artist:6OTqwzePF081l2Oz9PEku8
Disgorge,"brutal death metal, death metal, grindcore, technical death metal",18,36344,spotify:artist:4QGOIwBOrKa9axQxMz3yav
Caustic Wound,"black death, grindcore, powerviolence, seattle metal",18,9791,spotify:artist:1e09BMPCOwTzriWkruRlbi
Outer Heaven,"cosmic death metal, death doom, new wave of osdm, voidgrind",18,12693,spotify:artist:1JsmMPIpC3NY8JUcUj8AbU
Leprosy,"mexican death metal, mexican metal, mexican thrash metal",24,24455,spotify:artist:01U6wng00lcRJt0j2W0O3x
Impuritan,"progressive deathcore, tennessee metal",17,5437,spotify:artist:6WPUYW0KEbNPqs7Ipxl1jJ
God Dethroned,"black metal, brutal death metal, death metal, deathgrind, dutch death metal, dutch metal, melodic death metal, symphonic black metal",23,36078,spotify:artist:6ZhMLSh6Zx7EzqOPJBvkbr
Angelcorpse,"black death, black thrash, brutal death metal, death metal, deathgrind, florida death metal, grindcore",21,26313,spotify:artist:629IF7GEeID925sFE29cSn
Yüth Forever,"downtempo deathcore, metallic hardcore, scream rap",16,10834,spotify:artist:59rHQvCgdOVWLIeutXVWKQ
Contrarian,progressive technical death metal,15,6823,spotify:artist:5e2sSh9tBBIL7IPFZP5Lzf
Krosis,"deathcore, north carolina metal, progressive deathcore",18,12645,spotify:artist:7gfEb4adETwNZgWLUlcHQy
Portal,"australian black metal, australian death metal, australian metal, dissonant death metal, lovecraftian metal",20,38072,spotify:artist:1WiZz4d759EPtACSUBEfmt
Maggot Colony,"brutal death metal, slam death metal, taiwan metal",17,10864,spotify:artist:0DkEQOC9b2oWfcTjWKDKp2
Pathways,"progressive deathcore, progressive metalcore",17,8364,spotify:artist:0Z8OmT1MNUsJNlWZEKAER5
Mortification,"australian thrash metal, christian metal, deathrash",21,29885,spotify:artist:06T4NL0adq4kfYAr2nZv5t
Stillbirth,"brutal death metal, german death metal, pornogrind",21,18637,spotify:artist:3zBRwsfsphAy6eNvh2bPiG
Andy Gillion,instrumental death metal,21,6183,spotify:artist:5XFD3Ovpy2MkJ1DFGxrH1O
Hath,"technical brutal death metal, technical death metal",19,16509,spotify:artist:6XENTmZU4qZSxFxRfq5OkM
A Life Once Lost,"deathcore, djent, melodic metalcore, philly indie",15,17828,spotify:artist:6ZIzy7TzXUle6nIRDcK44a
Witch Vomit,"cavernous death metal, new wave of osdm, portland metal, voidgrind",18,19805,spotify:artist:1uKzVnmzBtqIzGzjBojwkL
Abigail Williams,"blackened deathcore, symphonic black metal, usbm",18,30877,spotify:artist:4VkWISgUF5AccCSs92mauh
Intestine Baalism,japanese death metal,18,8616,spotify:artist:2Z9z6GKa0UMW8NLx0nER8M
Gorefest,"brutal death metal, death 'n' roll, death metal, deathgrind, dutch death metal, dutch metal, thrash metal",24,50695,spotify:artist:3QWSC5ZtiBj1Kfr2BL46lW
Abraded,cavernous death metal,17,4413,spotify:artist:0QttB5DrjIkZpZQXr4LHUV
Mammoth Grinder,"austin metal, chaotic hardcore, cosmic death metal, texas death metal, texas hardcore",17,21228,spotify:artist:7pIDCJJU7yAb4CIlaj9h3f
LIK,swedish death metal,23,20013,spotify:artist:0D5ly26kWmFNj6cbzIpJn7
Profanatica,"black death, black metal, black thrash, new york death metal, usbm, war metal",19,23518,spotify:artist:6OGNyv8Z63eYqmkN17mpwW
Бездна Анального Угнетения,russian death metal,27,9178,spotify:artist:1rx07Cak9FmLXSBsSrS2rD
Phobophilic,cavernous death metal,17,11034,spotify:artist:1cdxNUejlVcTwgWocqB3eF
Genus Ordinis Dei,symphonic death metal,23,12404,spotify:artist:4PorUDN5C5JRpJtinoVyTD
Hate,"black metal, brutal death metal, death metal, polish death metal, polish metal, symphonic black metal, technical death metal",24,36933,spotify:artist:13XggX75z0Hk0VNvOuTJoB
Master,"brutal death metal, death metal, deathgrind, deathrash, thrash metal",22,36759,spotify:artist:2nEopdTfDVIY9e2UipMKNj
Torture Killer,finnish death metal,20,21444,spotify:artist:51a9tNe7LES2DTlofRA5ur
Alterbeast,"brutal death metal, symphonic deathcore, technical brutal death metal, technical death metal, technical melodic death metal",18,20972,spotify:artist:3ZOZaEFRuEhjsQ7QAPkpoB
Here Comes The Kraken,"deathcore, mexican hardcore, mexican metal",24,47263,spotify:artist:52Zn2uHVzdUXzLWl8D0uZa
Legion Of The Damned,"death metal, deathrash, dutch death metal, dutch metal",24,34025,spotify:artist:3tS2n2PiBzG8Mr8nCfLIJy
Lividity,"brutal death metal, deathgrind, goregrind, grindcore, pornogrind",17,18647,spotify:artist:0dOmn7N6ne7WeBWd4jEO6z
The Voynich Code,"portuguese metal, progressive deathcore, symphonic deathcore",20,12129,spotify:artist:7I2a6G196mt3zp1Qs0EAkj
Dead Congregation,"black death, greek metal, new wave of osdm, voidgaze",19,23380,spotify:artist:5PBErxkQsE0lzNQPrn5oK3
Revenge The Fate,"indonesian death metal, indonesian deathcore, indonesian metal, indonesian post-hardcore",30,37998,spotify:artist:1YiG8Hn66v3E53ay7YyJb2
Blotted Science,"djent, instrumental rock, jazz metal, technical death metal",18,34458,spotify:artist:7ljGraiXXxLQv88TVlOIZQ
The Crown,"death metal, deathrash, swedish melodeath, swedish metal",22,35430,spotify:artist:76AHlOU3rj6ffoOfVPigLt
Aeternam,symphonic death metal,22,15607,spotify:artist:2rC2vtci4S1g3irfTDyi9s
Trepalium,"avant-garde metal, french death metal, french metal",20,16400,spotify:artist:3pATZUlAMs8cUMP5q8fAhg
Hideous Divinity,"brutal death metal, deathgrind, italian death metal, technical brutal death metal, technical death metal",20,20089,spotify:artist:4XOpU6j3NQ37JfIaWA4ySH
Antichrist Siege Machine,"black death, virginia metal, war metal",17,10816,spotify:artist:0g132bsggkLIMT0pW9aa7s
Pyrexia,"brutal death metal, deathgrind, new york death metal",17,13355,spotify:artist:3QOSKKx9w3eplRxO0XRSZe
Corpse Pile,texas death metal,14,2361,spotify:artist:3xUOrcghypEI9Ua6wR0tDU
Aphyxion,"danish death metal, danish metal",21,10663,spotify:artist:40UIlN4YEByXy4ewEZmqXu
For I Am King,"dutch death metal, slayer",22,11504,spotify:artist:2etNWORcmPZZBKxcyt6dF4
Monument Of Misanthropy,technical brutal death metal,19,4157,spotify:artist:3V8oZE9ZWM6L0CPWry9CCv
Assemble the Chariots,"blackened deathcore, finnish metalcore, symphonic deathcore",19,8010,spotify:artist:6MWE8Xn602R4dRfbmJaNRJ
Divisive,"progressive deathcore, tennessee metal",17,4692,spotify:artist:7J0ZwYG57Ruw6ExLKls9PC
War From A Harlots Mouth,"deathcore, german metalcore, mathcore",16,20808,spotify:artist:4FocPJwzbahiStoi3tbF9R
Nightmarer,"florida death metal, voidgrind",19,8024,spotify:artist:6MqL55fccEqCvqitp4Nfbx
Illidiance,"charred death, cyber metal",22,10364,spotify:artist:5uupCq8n8puAiDwBgeLPy4
The Great Commission,"christian deathcore, christian hardcore, christian metal, christian rock",15,13219,spotify:artist:4RrAF5TLEyEJZ082R84EEH
Feared,"swedish death metal, swedish melodeath",20,25574,spotify:artist:4633f4llaipUFmiJMpDO7Z
Conquering Dystopia,"instrumental death metal, instrumental rock",18,25004,spotify:artist:1Kj5HJxTAT3NM2YX7pY7sW
Disillusion,progressive death metal,21,19484,spotify:artist:0WB89hYs9ZY6HpuK59lJIQ
Nocturnus,"brutal death metal, death metal, deathgrind, florida death metal, sci-fi metal, technical death metal, thrash metal",19,37652,spotify:artist:5ATaBoi3yPQE7k3PD7TuDB
Condemned,"brutal death metal, deathgrind, slam death metal",17,10555,spotify:artist:41o6suGH9w85f9arFqtnNL
Krallice,"atmospheric black metal, avant-garde black metal, dissonant death metal, nyc metal, technical black metal, usbm, voidgaze",16,24375,spotify:artist:7pICtPXy11dc7D82jsF1Xy
Battlecross,"melodic death metal, thrash-groove metal",17,21216,spotify:artist:5yimluzyt2ZhLaha1KX1nn
Dark Lunacy,"italian metal, symphonic death metal, symphonic melodic death metal",26,20656,spotify:artist:63P5FOHij9qylmUA4rjHwQ
Rise to Fall,"cyber metal, euskal metal, melodic death metal, melodic groove metal",21,19860,spotify:artist:3xdRLrB6lz0WEh66MUt98U
Catamenia,"finnish death metal, finnish melodeath, melodic black metal, melodic death metal, oulu metal, viking metal",24,22406,spotify:artist:5UViluSWA46D6qQcUFmWzT
Devour the Unborn,"pornogrind, slam death metal, texas death metal",16,11110,spotify:artist:6WPoJFPpSZHe33IrJ5TSJ0
Wake,"canadian death metal, powerviolence, voidgaze",16,14744,spotify:artist:3eI8VStKilt8Wb2R4AD4vh
Diocletian,"black death, nz metal, voidgaze, voidgrind, war metal",18,17675,spotify:artist:6kEQuZgj4hm2mE2ZfZ6mcD
Brutality,florida death metal,18,10615,spotify:artist:2rKFEhpMaS6SaDE2XAOZ8u
Degrader,"metallic hardcore, nu-metalcore, progressive deathcore",14,8821,spotify:artist:0iBAfpbWPIiQSIzWwzOxJ1
Glass Casket,"deathcore, north carolina metal, technical deathcore",14,11875,spotify:artist:4hFMjfL1QdwqHCROEURS6m
Exumer,"death metal, german metal, german thrash metal, new wave of thrash metal, speed metal, thrash metal",22,47444,spotify:artist:03sDKsD3y34NBAjeRHucde
Demilich,"brutal death metal, death metal, deathgrind, dissonant death metal, finnish death metal, grindcore, technical death metal",17,29970,spotify:artist:61VlyZc5xhwKzFCoTnCw3d
Memoriam,"birmingham metal, british death metal, death metal",21,23256,spotify:artist:2EAy7g3Ga8hS10hAHMf6C4
Mortiferum,"cavernous death metal, death doom, voidgrind",16,18713,spotify:artist:6vhs1oAtSyMHsn9en6BaMD
Coprocephalic Mutation,"british death metal, slam death metal",16,4897,spotify:artist:3Oy8lK3Aq6xqFm0rzPtLkd
Epicardiectomy,"brutal death metal, slam death metal",16,16628,spotify:artist:1JIZqDjZ1BCqZDCoVNoG8O
Embryectomy,slam death metal,16,8752,spotify:artist:3evF1GEgvfreI27KR4mKow
Dawn Of Solace,"finnish death metal, finnish doom metal, finnish melodeath, finnish metal, melodic doom",22,17138,spotify:artist:7anjHetVbdSelRpDsZzWY7
Thulcandra,"german black metal, melodic death metal, symphonic black metal",20,15273,spotify:artist:3cJkyh6iM5N2AI07hNlu1j
An Abstract Illusion,swedish death metal,20,11638,spotify:artist:6xcZE3tpECSAi8wXiK7SdT
General Surgery,"brutal death metal, deathgrind, goregrind, grindcore, swedish death metal, swedish grindcore",18,18025,spotify:artist:7uqRm8hzY1AGigP9Qd6j4U
Hatred Surge,"austin metal, crust punk, grindcore, powerviolence, texas death metal",15,9662,spotify:artist:7MU6zn373YTyJf1gl08mkS
Immoralist,"blackened deathcore, downtempo deathcore, metallic hardcore, progressive deathcore",14,11128,spotify:artist:51iSo3RAwQhzaWyKei33As
Control Denied,"death metal, progressive death metal, thrash metal",20,42408,spotify:artist:2f5Ll8LPKVR2WOjSruXzqF
Putridity,"brutal death metal, deathgrind, grindcore, italian death metal, slam death metal",17,26702,spotify:artist:7aQXgfLHE9x6gKrrE2zf6q
Syphilic,"brutal death metal, slam death metal",13,9742,spotify:artist:1ALw14aMIPoZwgcCxD13JC
Akercocke,"avant-garde metal, black metal, british black metal, british death metal, progressive black metal, progressive death metal, technical black metal",19,21872,spotify:artist:0YAOC9q7XHpKplKYf7FMSp
From Sorrow To Serenity,"metalcore, progressive deathcore",16,12499,spotify:artist:2s4zBLzqaGlaBYzGG5G3Q5
THOUSAND EYES,japanese death metal,21,5829,spotify:artist:1TYIWWpB4D9vdMjv8BIux8
NECROTTED,german death metal,19,6799,spotify:artist:7khBSLZWST1HqSjWpEFlXl
Brodequin,"brutal death metal, deathgrind, goregrind, grindcore, tennessee metal",16,9060,spotify:artist:0QqpR7yMvfjGjMy4Ite5i5
Honest Crooks,"australian hardcore, metallic hardcore, progressive deathcore",16,8655,spotify:artist:1FfmZ9XUvmJO0VRqqBbhvz
Hooded Menace,"death doom, doom metal, finnish doom metal",16,24445,spotify:artist:10mjw8SFRZjS0d8tecdEW8
No One Gets Out Alive,german death metal,16,8284,spotify:artist:4gbSmvikqX5zpSsa1pCAFA
The Absence,"american melodeath, florida death metal, melodic death metal",15,9770,spotify:artist:24xmEifyQyXZEWY5zL3yEB
Carnage,"brutal death metal, death metal, swedish death metal",18,26617,spotify:artist:4aFjkvXJvZCBDIbHESP4qi
Knights Of The Abyss,"deathcore, melodic deathcore, melodic metalcore",14,21598,spotify:artist:1UBc8Hb8c54RMdYT2cRonw
Man Must Die,"british death metal, brutal death metal, deathgrind, scottish metal, technical brutal death metal, technical death metal, technical melodic death metal",17,14356,spotify:artist:4xTSEGK6FFGJs5re39jF8b
Black Witchery,"florida death metal, usbm, war metal",17,11880,spotify:artist:3RXj9fwr1K643YKUUaW0MP
Molder,cavernous death metal,13,5223,spotify:artist:6edvy7ZayyReFco74MJU5k
Thantifaxath,"avant-garde metal, canadian black metal, canadian metal, dissonant death metal, technical black metal, voidgaze, voidgrind",16,12230,spotify:artist:7DcSKG8ruWMgHsUh1rqZFh
The Red Shore,"brutal deathcore, deathcore, melodic metalcore, technical deathcore",17,25475,spotify:artist:5a1lvPSVcPerhAFNPR7PCw
Unfound Reliance,swedish death metal,21,4695,spotify:artist:1I7qaL2lIjPmA84PPyenBq
.357 Homicide,slam death metal,16,4572,spotify:artist:5R1MGbXEoOFQGd93Lrm5nS
Pharmakon,"avant-garde metal, death industrial, electra, mandible, new isolationism, noise, power electronics",16,28739,spotify:artist:1ix1aDOd7GSOeT9iqNh5KO
Baphomet,"buffalo ny metal, grim death metal, new york death metal",16,10224,spotify:artist:74xMAXf7rPs4GrDemGGGac
Black Curse,"black death, denver metal, dissonant death metal, voidgaze",16,12606,spotify:artist:67L4Rj0u4RzUC1bTMW53xu
Temnein,melodic death metal,21,2170,spotify:artist:4RsrtfPi1qo1U61xM40FT5
Marianas Rest,"finnish death metal, finnish doom metal, finnish melodeath, melodic doom",22,9527,spotify:artist:0k4zMzhcTcF2wQcbOMVZxD
Konvent,"danish death metal, danish metal",22,19667,spotify:artist:0GLSraWh95uXS5s8nIuJ8Q
Murder Squad,swedish death metal,15,2036,spotify:artist:2pjKACDg4LkpZaaT9IyOky
Raintime,"cyber metal, italian metal, italian power metal, melodic death metal",18,11433,spotify:artist:39rTW6x9DetYGqCaLXOjA6
Mystifier,"black death, black metal, brazilian black metal, brazilian death metal, metal baiano",18,25230,spotify:artist:6IWWVFu6hqi1IJ5qwGXJBc
Haemorrhage,"brutal death metal, deathgrind, goregrind, grindcore",18,21506,spotify:artist:6JLFzI9nSELx9j1Muv5RcM
Noumena,"finnish death metal, finnish melodeath, melodic death metal",22,21925,spotify:artist:4vWgFBf8pMnDHVq2CTWvvL
Spirit Possession,"black death, black speed metal",14,6772,spotify:artist:7mAAXOXKHM2LybbQGfbzRX
A Secret Ending,christian death metal,14,2236,spotify:artist:2kaJVm1QzAma2Sx8pD1h0J
Morgoth,"brutal death metal, death metal, deathgrind, german death metal, thrash metal, tolkien metal",20,34616,spotify:artist:6wm2DvNT79hZfE94JJQXOG
Atlantis Chronicles,"progressive technical death metal, technical melodic death metal",17,10939,spotify:artist:2yQwuvF6qxv98dqMrZ8iTm
Skyfire,"melodic death metal, swedish melodeath",19,19105,spotify:artist:5IBQDfRPSTOhMEG5g4pBEy
Gruesome,"brutal death metal, death metal, deathgrind, florida death metal, miami metal, new wave of osdm",16,27055,spotify:artist:3IkWr3wRsPZ4lqcGVKKlqG
Engel,"cyber metal, gothenburg metal, melodic death metal",21,32580,spotify:artist:4bQpnUrp6aXhEQUljvyGqx
MaYaN,"dutch death metal, dutch metal, gothic metal, gothic symphonic metal, symphonic death metal, symphonic metal",22,19484,spotify:artist:6KvyJSoxfTyZz9su2v6VeJ
Exocrine,"french death metal, progressive technical death metal, technical brutal death metal, technical death metal",15,8757,spotify:artist:6lwtHrihr9HkGFZgYwz9DH
Aetherian,"finnish metal, greek metal, melodic death metal",20,11088,spotify:artist:3dpDSmg1jDGvwMVQxhDYlw
Rectal Smegma,"dutch death metal, goregrind, grindcore, pornogrind",18,13832,spotify:artist:6JOoSsaUGx19AmcJIsqXLs
Dawn of Demise,"brutal death metal, danish death metal, danish metal",18,14401,spotify:artist:3avPddG7jWQgYORvxr2Mm1
Xaon,symphonic death metal,18,6432,spotify:artist:5MxqNOyXOnWwKgoj6uX1zz
Unseen Faith,"christian death metal, christian deathcore, danish metal",14,7125,spotify:artist:0jxsB41mcHVlqUygQZ9o7V
Inanimate Existence,"brutal death metal, cosmic death metal, progressive technical death metal, technical brutal death metal, technical death metal",14,16057,spotify:artist:4kddJ3Mqbrh3sQdhG8keZV
Equipoise,"pittsburgh metal, progressive technical death metal, technical brutal death metal, technical death metal",14,10102,spotify:artist:3Rsg0LOFEilOcMzoaYqyT1
Neaera,"german death metal, german metalcore",22,29792,spotify:artist:66Xc7Y6aW9W5RS2r8HY6P2
